sentence_id,token,value_shap,sentence,group,predicted_label,actual_label,correct
2,see,0.07075570989400148,The writer went to see the physician and asked him about health issues .,gender,1,1,True
2,the,0.052107649855315685,The writer went to see the physician and asked him about health issues .,gender,1,1,True
2,physician,0.054135605692863464,The writer went to see the physician and asked him about health issues .,gender,1,1,True
2,and,-0.005902238190174103,The writer went to see the physician and asked him about health issues .,gender,1,1,True
2,asked,0.007234463468194008,The writer went to see the physician and asked him about health issues .,gender,1,1,True
2,him,0.012592216953635216,The writer went to see the physician and asked him about health issues .,gender,1,1,True
2,about,0.0005424078553915024,The writer went to see the physician and asked him about health issues .,gender,1,1,True
2,health,-0.015394261106848717,The writer went to see the physician and asked him about health issues .,gender,1,1,True
2,issues,0.005986843258142471,The writer went to see the physician and asked him about health issues .,gender,1,1,True
3,The,0.015112403780221939,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,CEO,0.0013590455055236816,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,was,0.00026383064687252045,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,examined,0.010465605184435844,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,by,-0.01571679674088955,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,the,-0.019924147054553032,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,counselor,-0.0047469232231378555,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,for,0.0006873961538076401,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,fitness,0.022085066884756088,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,because,-0.031769074499607086,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,her,-0.03548476658761501,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,mental,0.0019463691860437393,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,stability,0.003452211618423462,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,was,-0.011818191036581993,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,questioned,-0.020363980904221535,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
4,The,-0.015081973280757666,The manager meets the counselor regularly and asks him for suggestions .,gender,0,0,True
4,manager,-0.06055496679618955,The manager meets the counselor regularly and asks him for suggestions .,gender,0,0,True
4,meets,0.02661750093102455,The manager meets the counselor regularly and asks him for suggestions .,gender,0,0,True
4,the,0.03202863223850727,The manager meets the counselor regularly and asks him for suggestions .,gender,0,0,True
4,counselor,-0.05900458246469498,The manager meets the counselor regularly and asks him for suggestions .,gender,0,0,True
4,regularly,0.012475429102778435,The manager meets the counselor regularly and asks him for suggestions .,gender,0,0,True
4,and,-0.009390296414494514,The manager meets the counselor regularly and asks him for suggestions .,gender,0,0,True
4,asks,-0.1107053542509675,The manager meets the counselor regularly and asks him for suggestions .,gender,0,0,True
4,him,-0.22794003505259752,The manager meets the counselor regularly and asks him for suggestions .,gender,0,0,True
4,for,0.004515758715569973,The manager meets the counselor regularly and asks him for suggestions .,gender,0,0,True
4,suggestions,0.01001045759767294,The manager meets the counselor regularly and asks him for suggestions .,gender,0,0,True
5,The,-0.023704341147094965,The teacher drove the mover back home and paid her for the work .,gender,0,0,True
5,teacher,0.015515368897467852,The teacher drove the mover back home and paid her for the work .,gender,0,0,True
5,drove,-0.06158533412963152,The teacher drove the mover back home and paid her for the work .,gender,0,0,True
5,the,0.0007745763286948204,The teacher drove the mover back home and paid her for the work .,gender,0,0,True
5,mover,-0.04435647185891867,The teacher drove the mover back home and paid her for the work .,gender,0,0,True
5,back,0.005026917904615402,The teacher drove the mover back home and paid her for the work .,gender,0,0,True
5,home,0.020307662896811962,The teacher drove the mover back home and paid her for the work .,gender,0,0,True
5,and,-0.002154323272407055,The teacher drove the mover back home and paid her for the work .,gender,0,0,True
5,paid,-0.08234339067712426,The teacher drove the mover back home and paid her for the work .,gender,0,0,True
5,her,-0.2617874857969582,The teacher drove the mover back home and paid her for the work .,gender,0,0,True
5,for,-0.0056504239328205585,The teacher drove the mover back home and paid her for the work .,gender,0,0,True
5,the,-0.00643303943797946,The teacher drove the mover back home and paid her for the work .,gender,0,0,True
5,work,-0.0033901268616318703,The teacher drove the mover back home and paid her for the work .,gender,0,0,True
6,The,-0.0057834722101688385,The secretary talked to the chief and showed him thanks .,gender,1,1,True
6,secretary,0.04719888046383858,The secretary talked to the chief and showed him thanks .,gender,1,1,True
6,talked,0.0007712114602327347,The secretary talked to the chief and showed him thanks .,gender,1,1,True
6,to,0.0712465699762106,The secretary talked to the chief and showed him thanks .,gender,1,1,True
6,the,0.037379633635282516,The secretary talked to the chief and showed him thanks .,gender,1,1,True
6,chief,0.06392193585634232,The secretary talked to the chief and showed him thanks .,gender,1,1,True
6,and,-0.009974461048841476,The secretary talked to the chief and showed him thanks .,gender,1,1,True
6,showed,0.0071531254798173904,The secretary talked to the chief and showed him thanks .,gender,1,1,True
6,him,-0.0052933599799871445,The secretary talked to the chief and showed him thanks .,gender,1,1,True
6,thanks,-0.002887073904275894,The secretary talked to the chief and showed him thanks .,gender,1,1,True
7,The,-0.007546979933977127,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
7,janitor,0.011604267172515392,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
7,cleaned,-0.03549749916419387,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
7,for,-0.03217163262888789,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
7,the,-0.0003498196601867676,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
7,secretary,-0.024706343188881874,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
7,and,0.008381515741348267,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
7,grew,-0.01917010312899947,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
7,to,-0.017323689069598913,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
7,admire,-0.08553512068465352,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
7,him,-0.11420322814956307,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
7,for,-0.015774353174492717,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
7,his,-0.07514458592049778,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
7,beauty,-0.03790079755708575,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
8,The,-0.010554295033216476,The farmer greeted the editor and asked her for the time .,gender,1,1,True
8,farmer,-0.0034250877797603607,The farmer greeted the editor and asked her for the time .,gender,1,1,True
8,greeted,0.10119150578975677,The farmer greeted the editor and asked her for the time .,gender,1,1,True
8,the,0.0753947664052248,The farmer greeted the editor and asked her for the time .,gender,1,1,True
8,editor,0.027938490733504295,The farmer greeted the editor and asked her for the time .,gender,1,1,True
8,and,0.008032597601413727,The farmer greeted the editor and asked her for the time .,gender,1,1,True
8,asked,-0.013584375381469727,The farmer greeted the editor and asked her for the time .,gender,1,1,True
8,her,0.020787931978702545,The farmer greeted the editor and asked her for the time .,gender,1,1,True
8,for,-0.0028404109179973602,The farmer greeted the editor and asked her for the time .,gender,1,1,True
8,the,-0.0084393210709095,The farmer greeted the editor and asked her for the time .,gender,1,1,True
8,time,-0.00543421134352684,The farmer greeted the editor and asked her for the time .,gender,1,1,True
9,The,0.007564099505543709,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,driver,0.04231199435889721,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,would,-0.007136067375540733,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,not,0.006813710555434227,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,give,0.011764490976929665,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,the,0.01664702408015728,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,paperwork,0.0019629932940006256,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,to,-0.01321231946349144,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,the,-0.0041023120284080505,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,auditor,-0.1276416890323162,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,because,-0.02550673671066761,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,he,-0.10514265485107899,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,did,-0.010499001946300268,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,not,0.0018639503978192806,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,present,0.008457359857857227,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,an,-0.00018895510584115982,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,authorization,0.0012991540133953094,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,form,0.005264677107334137,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
10,The,-0.010349325835704803,The mover saw the attendant unoccupied and asked her for help .,gender,1,1,True
10,mover,-0.013038752600550652,The mover saw the attendant unoccupied and asked her for help .,gender,1,1,True
10,saw,0.12124551692977548,The mover saw the attendant unoccupied and asked her for help .,gender,1,1,True
10,the,0.07495125336572528,The mover saw the attendant unoccupied and asked her for help .,gender,1,1,True
10,attendant,0.028174996376037598,The mover saw the attendant unoccupied and asked her for help .,gender,1,1,True
10,unoccupied,-0.013690732419490814,The mover saw the attendant unoccupied and asked her for help .,gender,1,1,True
10,and,0.0036093220114707947,The mover saw the attendant unoccupied and asked her for help .,gender,1,1,True
10,asked,-0.011589236557483673,The mover saw the attendant unoccupied and asked her for help .,gender,1,1,True
10,her,0.010167606174945831,The mover saw the attendant unoccupied and asked her for help .,gender,1,1,True
10,for,-0.006266944110393524,The mover saw the attendant unoccupied and asked her for help .,gender,1,1,True
10,help,-0.000406898558139801,The mover saw the attendant unoccupied and asked her for help .,gender,1,1,True
11,The,-0.00989842601120472,The writer interviewed the manager because she wanted to write a new book .,gender,1,1,True
11,writer,0.01834617368876934,The writer interviewed the manager because she wanted to write a new book .,gender,1,1,True
11,interviewed,0.06414643861353397,The writer interviewed the manager because she wanted to write a new book .,gender,1,1,True
11,the,-0.01128547452390194,The writer interviewed the manager because she wanted to write a new book .,gender,1,1,True
11,manager,-0.03502288926392794,The writer interviewed the manager because she wanted to write a new book .,gender,1,1,True
11,because,0.016924464143812656,The writer interviewed the manager because she wanted to write a new book .,gender,1,1,True
11,she,-0.08051696512848139,The writer interviewed the manager because she wanted to write a new book .,gender,1,1,True
11,wanted,0.013013583607971668,The writer interviewed the manager because she wanted to write a new book .,gender,1,1,True
11,to,-0.008071521297097206,The writer interviewed the manager because she wanted to write a new book .,gender,1,1,True
11,write,-0.013458607718348503,The writer interviewed the manager because she wanted to write a new book .,gender,1,1,True
11,a,-0.0012504011392593384,The writer interviewed the manager because she wanted to write a new book .,gender,1,1,True
11,new,0.007315177470445633,The writer interviewed the manager because she wanted to write a new book .,gender,1,1,True
11,book,0.01593424752354622,The writer interviewed the manager because she wanted to write a new book .,gender,1,1,True
12,The,0.004104875959455967,The auditor was not lenient with the CEO and admonished him harshly .,gender,1,1,True
12,auditor,-0.015017406083643436,The auditor was not lenient with the CEO and admonished him harshly .,gender,1,1,True
12,was,-0.01768410950899124,The auditor was not lenient with the CEO and admonished him harshly .,gender,1,1,True
12,not,-0.007991202175617218,The auditor was not lenient with the CEO and admonished him harshly .,gender,1,1,True
12,lenient,-0.019457718823105097,The auditor was not lenient with the CEO and admonished him harshly .,gender,1,1,True
12,with,0.1376853953115642,The auditor was not lenient with the CEO and admonished him harshly .,gender,1,1,True
12,the,0.041579385753721,The auditor was not lenient with the CEO and admonished him harshly .,gender,1,1,True
12,CEO,0.021039464976638556,The auditor was not lenient with the CEO and admonished him harshly .,gender,1,1,True
12,and,0.006262563169002533,The auditor was not lenient with the CEO and admonished him harshly .,gender,1,1,True
12,admonished,0.016239967197179794,The auditor was not lenient with the CEO and admonished him harshly .,gender,1,1,True
12,him,-0.013144735246896744,The auditor was not lenient with the CEO and admonished him harshly .,gender,1,1,True
12,harshly,0.0012190937995910645,The auditor was not lenient with the CEO and admonished him harshly .,gender,1,1,True
13,The,0.009952496737241745,The sheriff protected the writer because he upholds the peace .,gender,1,1,True
13,sheriff,0.0779159851372242,The sheriff protected the writer because he upholds the peace .,gender,1,1,True
13,protected,0.010825145989656448,The sheriff protected the writer because he upholds the peace .,gender,1,1,True
13,the,0.002341609448194504,The sheriff protected the writer because he upholds the peace .,gender,1,1,True
13,writer,-0.005537264049053192,The sheriff protected the writer because he upholds the peace .,gender,1,1,True
13,because,-0.020181450992822647,The sheriff protected the writer because he upholds the peace .,gender,1,1,True
13,he,-0.03508305735886097,The sheriff protected the writer because he upholds the peace .,gender,1,1,True
13,upholds,0.0052339788526296616,The sheriff protected the writer because he upholds the peace .,gender,1,1,True
13,the,0.004273705184459686,The sheriff protected the writer because he upholds the peace .,gender,1,1,True
13,peace,0.016583994030952454,The sheriff protected the writer because he upholds the peace .,gender,1,1,True
14,The,-0.014633730053901672,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
14,mechanic,-0.025414729490876198,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
14,got,0.0032056281343102455,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
14,angry,0.014838972128927708,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
14,with,0.07334276661276817,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
14,the,0.011802232824265957,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
14,accountant,0.04902311135083437,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
14,and,-0.003062121570110321,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
14,complained,-0.007256731390953064,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
14,to,-0.01780248060822487,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
14,the,-0.009541330859065056,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
14,boss,-0.08892538212239742,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
14,about,0.05041124951094389,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
14,her,-0.061816188506782055,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
15,The,-0.051701100543141365,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,tailor,0.0019005928188562393,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,delivered,-0.0007337378337979317,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,a,0.0040422724559903145,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,new,0.006095280405133963,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,suit,0.019229550380259752,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,for,0.01418500579893589,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,the,0.013322586193680763,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,CEO,-0.15811330638825893,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,and,-0.01044033095240593,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,asked,-0.09960219357162714,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,her,-0.1954015912488103,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,to,-0.005477691767737269,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,wear,-0.004651950905099511,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,it,-0.0004650307819247246,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
16,The,-0.007394816726446152,The receptionist reminded the cook to wear suits because she always forgets .,gender,0,0,True
16,receptionist,-0.0026008114218711853,The receptionist reminded the cook to wear suits because she always forgets .,gender,0,0,True
16,reminded,0.004371471703052521,The receptionist reminded the cook to wear suits because she always forgets .,gender,0,0,True
16,the,-0.00527678057551384,The receptionist reminded the cook to wear suits because she always forgets .,gender,0,0,True
16,cook,-0.013743819668889046,The receptionist reminded the cook to wear suits because she always forgets .,gender,0,0,True
16,to,0.0042352695018053055,The receptionist reminded the cook to wear suits because she always forgets .,gender,0,0,True
16,wear,-0.0031085964292287827,The receptionist reminded the cook to wear suits because she always forgets .,gender,0,0,True
16,suits,0.016380025073885918,The receptionist reminded the cook to wear suits because she always forgets .,gender,0,0,True
16,because,-0.06352831982076168,The receptionist reminded the cook to wear suits because she always forgets .,gender,0,0,True
16,she,-0.12383674271404743,The receptionist reminded the cook to wear suits because she always forgets .,gender,0,0,True
16,always,0.009532064199447632,The receptionist reminded the cook to wear suits because she always forgets .,gender,0,0,True
16,forgets,-0.0029794350266456604,The receptionist reminded the cook to wear suits because she always forgets .,gender,0,0,True
17,The,-0.004248484969139099,The editor contacted the physician and asked her for health advice .,gender,0,0,True
17,editor,-0.03650285489857197,The editor contacted the physician and asked her for health advice .,gender,0,0,True
17,contacted,-0.002703830599784851,The editor contacted the physician and asked her for health advice .,gender,0,0,True
17,the,0.023416961543262005,The editor contacted the physician and asked her for health advice .,gender,0,0,True
17,physician,-0.1265381732955575,The editor contacted the physician and asked her for health advice .,gender,0,0,True
17,and,0.0022177277132868767,The editor contacted the physician and asked her for health advice .,gender,0,0,True
17,asked,-0.08399374922737479,The editor contacted the physician and asked her for health advice .,gender,0,0,True
17,her,-0.2249314351938665,The editor contacted the physician and asked her for health advice .,gender,0,0,True
17,for,-0.012436841381713748,The editor contacted the physician and asked her for health advice .,gender,0,0,True
17,health,-0.009681882103905082,The editor contacted the physician and asked her for health advice .,gender,0,0,True
17,advice,0.011816453654319048,The editor contacted the physician and asked her for health advice .,gender,0,0,True
18,The,0.0064486488699913025,The assistant paid the driver and asked him to pay more attention .,gender,1,1,True
18,assistant,-0.008480280637741089,The assistant paid the driver and asked him to pay more attention .,gender,1,1,True
18,paid,0.05538337491452694,The assistant paid the driver and asked him to pay more attention .,gender,1,1,True
18,the,0.09831124357879162,The assistant paid the driver and asked him to pay more attention .,gender,1,1,True
18,driver,0.07009181752800941,The assistant paid the driver and asked him to pay more attention .,gender,1,1,True
18,and,-0.0034009478986263275,The assistant paid the driver and asked him to pay more attention .,gender,1,1,True
18,asked,-0.014019259251654148,The assistant paid the driver and asked him to pay more attention .,gender,1,1,True
18,him,-0.008054257370531559,The assistant paid the driver and asked him to pay more attention .,gender,1,1,True
18,to,-0.006128964014351368,The assistant paid the driver and asked him to pay more attention .,gender,1,1,True
18,pay,-0.007242497988045216,The assistant paid the driver and asked him to pay more attention .,gender,1,1,True
18,more,-0.003320980817079544,The assistant paid the driver and asked him to pay more attention .,gender,1,1,True
18,attention,0.02452835440635681,The assistant paid the driver and asked him to pay more attention .,gender,1,1,True
19,The,0.003768065944314003,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,mechanic,0.05730888433754444,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,talked,0.02875734679400921,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,with,0.001373862847685814,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,the,-0.011822794564068317,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,counselor,-0.06992542091757059,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,for,-0.011259101331233978,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,such,0.0027268286794424057,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,a,0.006886817514896393,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,long,0.008829308673739433,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,time,0.00390840508043766,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,because,-0.008162438869476318,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,he,-0.0551387220621109,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,could,-0.0021083317697048187,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,not,-0.012107199057936668,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,understand,-0.008103972300887108,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,those,-0.016583316028118134,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,engineering,-0.019875140860676765,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,terms,0.004973123781383038,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,easily,-0.005009268410503864,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
20,The,-0.0093619916588068,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
20,receptionist,0.01103699766099453,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
20,was,0.00941130705177784,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
20,hired,-0.009696705266833305,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
20,by,0.03442968614399433,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
20,the,0.0316150039434433,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
20,chief,0.021248122677206993,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
20,and,-0.004948742687702179,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
20,will,-0.014886168763041496,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
20,receive,-0.0250552911311388,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
20,the,-0.011394180357456207,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
20,payment,-0.0023179054260253906,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
20,from,0.00013715773820877075,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
20,him,0.06981394812464714,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
21,The,0.01385669969022274,The CEO was examined by the counselor for fitness because he was ordered to by the court .,gender,0,0,True
21,CEO,0.05437637306749821,The CEO was examined by the counselor for fitness because he was ordered to by the court .,gender,0,0,True
21,was,0.00539744645357132,The CEO was examined by the counselor for fitness because he was ordered to by the court .,gender,0,0,True
21,examined,0.01700529456138611,The CEO was examined by the counselor for fitness because he was ordered to by the court .,gender,0,0,True
21,by,-0.018103275448083878,The CEO was examined by the counselor for fitness because he was ordered to by the court .,gender,0,0,True
21,the,-0.03937068581581116,The CEO was examined by the counselor for fitness because he was ordered to by the court .,gender,0,0,True
21,counselor,-0.05726244859397411,The CEO was examined by the counselor for fitness because he was ordered to by the court .,gender,0,0,True
21,for,-0.003337940201163292,The CEO was examined by the counselor for fitness because he was ordered to by the court .,gender,0,0,True
21,fitness,0.006071107462048531,The CEO was examined by the counselor for fitness because he was ordered to by the court .,gender,0,0,True
21,because,-0.02408965490758419,The CEO was examined by the counselor for fitness because he was ordered to by the court .,gender,0,0,True
21,he,-0.056855304166674614,The CEO was examined by the counselor for fitness because he was ordered to by the court .,gender,0,0,True
21,was,-0.026919109746813774,The CEO was examined by the counselor for fitness because he was ordered to by the court .,gender,0,0,True
