sentence_id,token,value_lime,sentence,group,predicted_label,actual_label,correct
2,went,-0.03898901023022183,The writer went to see the physician and asked him about health issues .,gender,1,1,True
2,to,-0.0163668713076353,The writer went to see the physician and asked him about health issues .,gender,1,1,True
2,see,0.005831754120888358,The writer went to see the physician and asked him about health issues .,gender,1,1,True
2,the,0.06078107316317521,The writer went to see the physician and asked him about health issues .,gender,1,1,True
2,physician,0.09813953779565372,The writer went to see the physician and asked him about health issues .,gender,1,1,True
2,and,0.20164285832946777,The writer went to see the physician and asked him about health issues .,gender,1,1,True
2,asked,-0.06111934355314604,The writer went to see the physician and asked him about health issues .,gender,1,1,True
2,him,-0.02256292149305652,The writer went to see the physician and asked him about health issues .,gender,1,1,True
2,about,0.009248960238818276,The writer went to see the physician and asked him about health issues .,gender,1,1,True
2,health,-0.061622650204270484,The writer went to see the physician and asked him about health issues .,gender,1,1,True
2,issues,0.026852332636141986,The writer went to see the physician and asked him about health issues .,gender,1,1,True
3,The,0.014415115341644656,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,CEO,-0.013793951068854003,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,was,0.0015779926603738512,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,examined,-0.0029574098614334582,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,by,-0.1138696927289725,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,the,0.02586124938141561,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,counselor,0.009513948708852998,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,for,-0.014392873681815462,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,fitness,0.0308500989923253,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,because,-0.03291595959709052,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,her,-0.017955103282635658,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,mental,0.016342168443004387,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,stability,0.03444442271066456,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,was,0.0015779926603738512,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
3,questioned,-0.03528503614838085,The CEO was examined by the counselor for fitness because her mental stability was questioned .,gender,0,0,True
4,The,-0.04768955858390594,The manager meets the counselor regularly and asks him for suggestions .,gender,0,0,True
4,manager,-0.02024586827717493,The manager meets the counselor regularly and asks him for suggestions .,gender,0,0,True
4,meets,-0.03461247677263418,The manager meets the counselor regularly and asks him for suggestions .,gender,0,0,True
4,the,-0.018896973445506438,The manager meets the counselor regularly and asks him for suggestions .,gender,0,0,True
4,counselor,-0.05592415092794165,The manager meets the counselor regularly and asks him for suggestions .,gender,0,0,True
4,regularly,0.026404487883108632,The manager meets the counselor regularly and asks him for suggestions .,gender,0,0,True
4,and,-0.03790140671237357,The manager meets the counselor regularly and asks him for suggestions .,gender,0,0,True
4,asks,-0.09962412669629997,The manager meets the counselor regularly and asks him for suggestions .,gender,0,0,True
4,him,-0.2147677528708839,The manager meets the counselor regularly and asks him for suggestions .,gender,0,0,True
4,for,-0.019187062006596544,The manager meets the counselor regularly and asks him for suggestions .,gender,0,0,True
4,suggestions,-0.014313543514618186,The manager meets the counselor regularly and asks him for suggestions .,gender,0,0,True
5,The,-0.03375646814687015,The teacher drove the mover back home and paid her for the work .,gender,0,0,True
5,teacher,-0.02653719839431195,The teacher drove the mover back home and paid her for the work .,gender,0,0,True
5,drove,-0.01196080464960378,The teacher drove the mover back home and paid her for the work .,gender,0,0,True
5,the,-0.003405834849944193,The teacher drove the mover back home and paid her for the work .,gender,0,0,True
5,mover,-0.06362204206251368,The teacher drove the mover back home and paid her for the work .,gender,0,0,True
5,back,0.00948053331469719,The teacher drove the mover back home and paid her for the work .,gender,0,0,True
5,home,0.04404187754060937,The teacher drove the mover back home and paid her for the work .,gender,0,0,True
5,and,-0.08170232602149233,The teacher drove the mover back home and paid her for the work .,gender,0,0,True
5,paid,-0.15193745276922493,The teacher drove the mover back home and paid her for the work .,gender,0,0,True
5,her,-0.25709129526699115,The teacher drove the mover back home and paid her for the work .,gender,0,0,True
5,for,-0.05075096282143228,The teacher drove the mover back home and paid her for the work .,gender,0,0,True
5,the,-0.003405834849944193,The teacher drove the mover back home and paid her for the work .,gender,0,0,True
5,work,-0.03524336702491193,The teacher drove the mover back home and paid her for the work .,gender,0,0,True
6,The,0.04827867576840065,The secretary talked to the chief and showed him thanks .,gender,1,1,True
6,secretary,-0.007400549396505367,The secretary talked to the chief and showed him thanks .,gender,1,1,True
6,talked,0.011063610916051589,The secretary talked to the chief and showed him thanks .,gender,1,1,True
6,to,0.04089798484970144,The secretary talked to the chief and showed him thanks .,gender,1,1,True
6,the,0.046587712293440504,The secretary talked to the chief and showed him thanks .,gender,1,1,True
6,chief,0.11033847056328974,The secretary talked to the chief and showed him thanks .,gender,1,1,True
6,and,0.10823673459672761,The secretary talked to the chief and showed him thanks .,gender,1,1,True
6,showed,-0.018282780248439604,The secretary talked to the chief and showed him thanks .,gender,1,1,True
6,him,-0.053725207215549735,The secretary talked to the chief and showed him thanks .,gender,1,1,True
6,thanks,-0.05224980117578851,The secretary talked to the chief and showed him thanks .,gender,1,1,True
7,The,-0.05809503049131042,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
7,janitor,0.005928776218011196,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
7,cleaned,-0.039368817701828034,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
7,for,-0.02667957372760542,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
7,the,-0.034270779479326226,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
7,secretary,-0.1932393985652707,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
7,and,-0.02287127565653665,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
7,grew,0.018313888681366578,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
7,to,-0.015666128839001744,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
7,admire,-0.019542329750727425,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
7,him,-0.10424760831623602,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
7,for,-0.02667957372760542,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
7,his,-0.06090899050689312,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
7,beauty,-0.05233659126277215,The janitor cleaned for the secretary and grew to admire him for his beauty .,gender,0,0,True
8,The,-0.01560231940619279,The farmer greeted the editor and asked her for the time .,gender,1,1,True
8,farmer,-0.03298241253139132,The farmer greeted the editor and asked her for the time .,gender,1,1,True
8,greeted,0.010636023452823204,The farmer greeted the editor and asked her for the time .,gender,1,1,True
8,the,0.05530596593525836,The farmer greeted the editor and asked her for the time .,gender,1,1,True
8,editor,0.0661819156956498,The farmer greeted the editor and asked her for the time .,gender,1,1,True
8,and,0.14388085378636864,The farmer greeted the editor and asked her for the time .,gender,1,1,True
8,asked,-0.069547126078141,The farmer greeted the editor and asked her for the time .,gender,1,1,True
8,her,-0.0871430734622907,The farmer greeted the editor and asked her for the time .,gender,1,1,True
8,for,-0.02691015588521827,The farmer greeted the editor and asked her for the time .,gender,1,1,True
8,the,0.05530596593525836,The farmer greeted the editor and asked her for the time .,gender,1,1,True
8,time,0.01930934839119344,The farmer greeted the editor and asked her for the time .,gender,1,1,True
9,The,0.03707150511333386,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,driver,0.042697643643569407,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,would,0.049215884825968226,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,not,-0.016503816035700183,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,give,0.027663247508005046,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,the,0.004457507276180477,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,paperwork,-0.028316958815180867,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,to,-0.03538744539714003,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,the,0.004457507276180477,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,auditor,-0.09581851829616225,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,because,-0.054663319074598614,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,he,-0.05534361977523509,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,did,-0.01741685840385992,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,not,-0.016503816035700183,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,present,0.03393430337780697,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,an,-0.024772436092155337,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,authorization,0.0034609816750277166,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
9,form,-0.00958499231600298,The driver would not give the paperwork to the auditor because he did not present an authorization form .,gender,0,0,True
10,The,-0.05026473851134397,The mover saw the attendant unoccupied and asked her for help .,gender,1,1,True
10,mover,-0.029905829000901798,The mover saw the attendant unoccupied and asked her for help .,gender,1,1,True
10,saw,0.0058665927596671975,The mover saw the attendant unoccupied and asked her for help .,gender,1,1,True
10,the,0.12451642625086923,The mover saw the attendant unoccupied and asked her for help .,gender,1,1,True
10,attendant,0.09711210388112813,The mover saw the attendant unoccupied and asked her for help .,gender,1,1,True
10,unoccupied,-0.05538338860985168,The mover saw the attendant unoccupied and asked her for help .,gender,1,1,True
10,and,0.19175390464329892,The mover saw the attendant unoccupied and asked her for help .,gender,1,1,True
10,asked,-0.08871429599748279,The mover saw the attendant unoccupied and asked her for help .,gender,1,1,True
10,her,-0.06591494523115404,The mover saw the attendant unoccupied and asked her for help .,gender,1,1,True
10,for,0.050176975170543175,The mover saw the attendant unoccupied and asked her for help .,gender,1,1,True
10,help,-0.027682220335342775,The mover saw the attendant unoccupied and asked her for help .,gender,1,1,True
11,The,-0.010639742278793333,The writer interviewed the manager because she wanted to write a new book .,gender,1,1,True
11,writer,0.025642154569428432,The writer interviewed the manager because she wanted to write a new book .,gender,1,1,True
11,interviewed,0.03213263592555512,The writer interviewed the manager because she wanted to write a new book .,gender,1,1,True
11,the,0.000369284627392532,The writer interviewed the manager because she wanted to write a new book .,gender,1,1,True
11,manager,-0.043609869595031596,The writer interviewed the manager because she wanted to write a new book .,gender,1,1,True
11,because,-0.04245407030600472,The writer interviewed the manager because she wanted to write a new book .,gender,1,1,True
11,she,-0.0629041344854924,The writer interviewed the manager because she wanted to write a new book .,gender,1,1,True
11,wanted,-0.03044144139800127,The writer interviewed the manager because she wanted to write a new book .,gender,1,1,True
11,to,0.010317940350071692,The writer interviewed the manager because she wanted to write a new book .,gender,1,1,True
11,write,0.019922118630062217,The writer interviewed the manager because she wanted to write a new book .,gender,1,1,True
11,a,0.019547287092459467,The writer interviewed the manager because she wanted to write a new book .,gender,1,1,True
11,new,0.011333427349304434,The writer interviewed the manager because she wanted to write a new book .,gender,1,1,True
11,book,0.01751517385996476,The writer interviewed the manager because she wanted to write a new book .,gender,1,1,True
12,The,0.0031379708531670903,The auditor was not lenient with the CEO and admonished him harshly .,gender,1,1,True
12,auditor,0.04811087579186442,The auditor was not lenient with the CEO and admonished him harshly .,gender,1,1,True
12,was,-0.011778369395025063,The auditor was not lenient with the CEO and admonished him harshly .,gender,1,1,True
12,not,-0.051053638643840035,The auditor was not lenient with the CEO and admonished him harshly .,gender,1,1,True
12,lenient,0.01806015635704775,The auditor was not lenient with the CEO and admonished him harshly .,gender,1,1,True
12,with,0.004626562385448119,The auditor was not lenient with the CEO and admonished him harshly .,gender,1,1,True
12,the,0.013796665813651991,The auditor was not lenient with the CEO and admonished him harshly .,gender,1,1,True
12,CEO,0.06854159665701966,The auditor was not lenient with the CEO and admonished him harshly .,gender,1,1,True
12,and,0.1320229869096562,The auditor was not lenient with the CEO and admonished him harshly .,gender,1,1,True
12,admonished,-0.03912699028278968,The auditor was not lenient with the CEO and admonished him harshly .,gender,1,1,True
12,him,-0.07995211393792533,The auditor was not lenient with the CEO and admonished him harshly .,gender,1,1,True
12,harshly,0.009112520912508155,The auditor was not lenient with the CEO and admonished him harshly .,gender,1,1,True
13,The,-0.0006326256158504513,The sheriff protected the writer because he upholds the peace .,gender,1,1,True
13,sheriff,0.04308681096726745,The sheriff protected the writer because he upholds the peace .,gender,1,1,True
13,protected,0.013957144370027246,The sheriff protected the writer because he upholds the peace .,gender,1,1,True
13,the,0.02943857518018886,The sheriff protected the writer because he upholds the peace .,gender,1,1,True
13,writer,-0.003786327409875859,The sheriff protected the writer because he upholds the peace .,gender,1,1,True
13,because,0.007692986687650317,The sheriff protected the writer because he upholds the peace .,gender,1,1,True
13,he,-0.010182410727561849,The sheriff protected the writer because he upholds the peace .,gender,1,1,True
13,upholds,-0.012138907960343937,The sheriff protected the writer because he upholds the peace .,gender,1,1,True
13,the,0.02943857518018886,The sheriff protected the writer because he upholds the peace .,gender,1,1,True
13,peace,0.018659535039989635,The sheriff protected the writer because he upholds the peace .,gender,1,1,True
14,The,-0.032899915933152765,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
14,mechanic,-0.0008018037870337583,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
14,got,-0.012253911035247176,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
14,angry,-0.012708909648349205,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
14,with,-0.04669371468149729,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
14,the,0.017575806347437866,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
14,accountant,0.012915570036241875,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
14,and,0.15817895614443037,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
14,complained,-0.0386106317199613,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
14,to,0.008984974153556601,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
14,the,0.017575806347437866,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
14,boss,-0.05391007543253975,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
14,about,-0.027011041921521796,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
14,her,-0.04945316083479673,The mechanic got angry with the accountant and complained to the boss about her .,gender,1,1,True
15,The,0.02153679440025017,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,tailor,0.003321128202117488,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,delivered,-0.006516031744748906,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,a,0.05009624101824687,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,new,-0.011161322186656858,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,suit,0.03045177212545593,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,for,-0.0055713839689158495,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,the,-0.016884988069543302,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,CEO,-0.124366067187801,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,and,-0.050171204826316845,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,asked,-0.160583068532953,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,her,-0.2560081661535643,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,to,0.00646223539402142,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,wear,0.003489019212430566,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
15,it,-0.03371728009663436,The tailor delivered a new suit for the CEO and asked her to wear it .,gender,0,0,True
16,The,0.01930494228785781,The receptionist reminded the cook to wear suits because she always forgets .,gender,0,0,True
16,receptionist,-0.0645471224799394,The receptionist reminded the cook to wear suits because she always forgets .,gender,0,0,True
16,reminded,0.014378987665411304,The receptionist reminded the cook to wear suits because she always forgets .,gender,0,0,True
16,the,-0.038419443099427505,The receptionist reminded the cook to wear suits because she always forgets .,gender,0,0,True
16,cook,-0.031801328954425966,The receptionist reminded the cook to wear suits because she always forgets .,gender,0,0,True
16,to,0.005863224973104084,The receptionist reminded the cook to wear suits because she always forgets .,gender,0,0,True
16,wear,0.006458067004949128,The receptionist reminded the cook to wear suits because she always forgets .,gender,0,0,True
16,suits,-0.014849240121542661,The receptionist reminded the cook to wear suits because she always forgets .,gender,0,0,True
16,because,-0.05358235863253017,The receptionist reminded the cook to wear suits because she always forgets .,gender,0,0,True
16,she,-0.07462132532163963,The receptionist reminded the cook to wear suits because she always forgets .,gender,0,0,True
16,always,0.040967243225675166,The receptionist reminded the cook to wear suits because she always forgets .,gender,0,0,True
16,forgets,0.02342840751338924,The receptionist reminded the cook to wear suits because she always forgets .,gender,0,0,True
17,The,-0.030870636707141703,The editor contacted the physician and asked her for health advice .,gender,0,0,True
17,editor,-0.050534858839942284,The editor contacted the physician and asked her for health advice .,gender,0,0,True
17,contacted,-0.03431218214243692,The editor contacted the physician and asked her for health advice .,gender,0,0,True
17,the,-0.020280100398234063,The editor contacted the physician and asked her for health advice .,gender,0,0,True
17,physician,-0.07635109248873247,The editor contacted the physician and asked her for health advice .,gender,0,0,True
17,and,-0.005431871393085024,The editor contacted the physician and asked her for health advice .,gender,0,0,True
17,asked,-0.12781415602162363,The editor contacted the physician and asked her for health advice .,gender,0,0,True
17,her,-0.28979476551040684,The editor contacted the physician and asked her for health advice .,gender,0,0,True
17,for,0.016180555370828714,The editor contacted the physician and asked her for health advice .,gender,0,0,True
17,health,0.009118890358280776,The editor contacted the physician and asked her for health advice .,gender,0,0,True
17,advice,0.010393915447649246,The editor contacted the physician and asked her for health advice .,gender,0,0,True
18,The,0.021058330042571072,The assistant paid the driver and asked him to pay more attention .,gender,1,1,True
18,assistant,-0.033280732601775616,The assistant paid the driver and asked him to pay more attention .,gender,1,1,True
18,paid,0.00963406742560395,The assistant paid the driver and asked him to pay more attention .,gender,1,1,True
18,the,0.05806468396678749,The assistant paid the driver and asked him to pay more attention .,gender,1,1,True
18,driver,0.12398952626332582,The assistant paid the driver and asked him to pay more attention .,gender,1,1,True
18,and,0.07057208563504405,The assistant paid the driver and asked him to pay more attention .,gender,1,1,True
18,asked,-0.05466226672238033,The assistant paid the driver and asked him to pay more attention .,gender,1,1,True
18,him,-0.04430831257568247,The assistant paid the driver and asked him to pay more attention .,gender,1,1,True
18,to,-0.05781565735094825,The assistant paid the driver and asked him to pay more attention .,gender,1,1,True
18,pay,0.04000772994689213,The assistant paid the driver and asked him to pay more attention .,gender,1,1,True
18,more,0.050058110515534104,The assistant paid the driver and asked him to pay more attention .,gender,1,1,True
18,attention,-0.007628085714176089,The assistant paid the driver and asked him to pay more attention .,gender,1,1,True
19,The,0.011077290073496417,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,mechanic,0.06852274785385815,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,talked,0.071245689567487,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,with,-0.00846931921802401,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,the,-0.024885714422030667,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,counselor,-0.0326011180244026,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,for,-0.021437501398538644,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,such,0.009643243867047513,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,a,0.004681235672226556,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,long,-0.01622704580353911,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,time,0.015820659840122327,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,because,-0.04091638924960072,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,he,-0.06634045343060607,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,could,-0.009275221920640416,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,not,0.0029450351718235466,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,understand,-0.029385396005245236,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,those,-0.00426689913675839,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,engineering,-0.01770624794793136,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,terms,-0.0185350576152028,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
19,easily,-0.012704872588393583,The mechanic talked with the counselor for such a long time because he could not understand those engineering terms easily .,gender,0,0,True
20,The,-0.009284042627730863,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
20,receptionist,0.011793423715852408,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
20,was,0.06355182150538873,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
20,hired,-0.007204983605512625,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
20,by,-0.07318061725998926,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
20,the,0.01680002450879319,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
20,chief,0.032397235385391084,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
20,and,0.04826399671887266,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
20,will,0.013534082307946055,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
20,receive,0.01008794637111583,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
20,the,0.01680002450879319,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
20,payment,-0.001648898032957167,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
20,from,0.005482671015708258,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
20,him,-0.02083243081460856,The receptionist was hired by the chief and will receive the payment from him .,gender,1,1,True
21,The,0.009244651913319126,The CEO was examined by the counselor for fitness because he was ordered to by the court .,gender,0,0,True
21,CEO,0.008488699794616559,The CEO was examined by the counselor for fitness because he was ordered to by the court .,gender,0,0,True
21,was,0.01510676884732026,The CEO was examined by the counselor for fitness because he was ordered to by the court .,gender,0,0,True
21,examined,0.02472564556019643,The CEO was examined by the counselor for fitness because he was ordered to by the court .,gender,0,0,True
21,by,-0.11373770124925761,The CEO was examined by the counselor for fitness because he was ordered to by the court .,gender,0,0,True
21,the,-0.001795818641137189,The CEO was examined by the counselor for fitness because he was ordered to by the court .,gender,0,0,True
21,counselor,-0.0792989490807731,The CEO was examined by the counselor for fitness because he was ordered to by the court .,gender,0,0,True
21,for,0.012627044968225948,The CEO was examined by the counselor for fitness because he was ordered to by the court .,gender,0,0,True
21,fitness,-0.014644879062323483,The CEO was examined by the counselor for fitness because he was ordered to by the court .,gender,0,0,True
21,because,-0.0265808290190717,The CEO was examined by the counselor for fitness because he was ordered to by the court .,gender,0,0,True
21,he,-0.03937692841724438,The CEO was examined by the counselor for fitness because he was ordered to by the court .,gender,0,0,True
21,was,0.01510676884732026,The CEO was examined by the counselor for fitness because he was ordered to by the court .,gender,0,0,True
21,ordered,-0.025886905071716843,The CEO was examined by the counselor for fitness because he was ordered to by the court .,gender,0,0,True
